39199.52587,54734.26485,55389.86212,54757.94502,57647.43205,55977.86261,20823.12043,46620.38459,33408.27816,55795.88575,23704.79947,50392.05908,3840.96481,5540.11500,2495.73358,7418.76282,5052.72266,6077.58574,4903.96291,5131.90873,2942.09026,7130.75834,4705.52127,7200.09388,41694.33125,28601.71637,41694.33125,27943.69570,37747.36742,41694.33125,41694.33125,41694.33125,41694.33125,19543.37626,37074.14523,33299.77150,383.62168,658.07420,719.95142,624.66878,391.93591,728.68681,453.18211,721.62249,699.12999,730.40758,645.32408,664.07495
38289.40333,58034.28755,42057.90146,49079.45207,59033.31436,50760.79678,31725.11313,56252.86919,42008.60758,50055.86526,24743.92294,46409.88635,6404.67994,5167.42285,4960.57200,4260.79100,6964.59518,3624.47563,5577.64073,7094.28166,5946.15013,2626.82730,5255.90488,4556.87870,38389.26138,34909.72564,23768.06364,40717.61818,38818.75700,38296.10206,40352.72890,40840.77751,29861.71628,40610.52534,28110.37997,39700.40410,589.59843,769.62954,469.60395,813.44446,718.01645,559.49518,524.24498,786.03382,442.87700,650.49240,458.01842,639.22538
53878.79299,40543.77371,55622.99798,36006.01516,50002.17388,54202.70577,50292.20231,55649.70376,44891.57734,27258.80354,36282.06856,43819.00433,5360.26432,4924.41316,5182.72742,4804.13915,5789.81754,5712.95142,5224.52924,3910.60428,6029.01287,5817.93406,4204.21957,5479.60697,37575.94301,35504.05446,37823.05076,34040.63705,35813.67575,34574.01791,37169.45743,33241.74384,36067.73744,37913.68668,36800.93190,37851.12375,635.88314,651.73400,691.41648,556.09513,660.67036,704.84744,642.30879,340.57463,575.51202,655.58198,732.03600,573.86329
54447.29472,58198.70168,47838.30326,51694.09652,46394.68335,52477.52771,36048.69713,45097.06916,36735.38299,48219.38424,26806.93259,44493.34665,6296.70212,5103.39135,3692.46484,5017.89914,6427.21520,6724.12663,3324.11829,4607.59665,3988.83274,5764.77841,5885.44328,5607.65135,39304.19041,31419.98976,40566.84017,40031.94059,41160.37302,30940.31455,40505.08666,28689.87880,41160.37302,30716.17308,41011.82626,28869.07369,637.65148,745.76252,406.72820,699.00971,561.17916,773.75254,483.51397,622.15430,586.44082,810.42238,519.75288,574.31203
49713.91619,46087.68233,42739.30463,46369.48498,49704.86684,47333.30898,47658.96414,54996.94127,36593.31283,37433.46742,45820.45624,43999.71417,4082.49350,3773.11739,5382.76322,4973.68559,5421.66745,6289.82344,6681.57294,5399.22512,4122.13656,5181.95842,6329.64376,4802.13261,35355.01686,38437.35876,39343.52927,34339.48614,36827.24962,35949.40451,37783.82737,35144.86631,28147.48298,35832.47441,38854.51001,38360.85375,562.33934,488.20916,660.75691,788.02016,556.19729,670.41453,733.71533,503.02728,572.18533,663.16091,702.04460,520.60915
53176.77627,46262.85593,42111.15472,54008.76109,52497.87089,52987.92323,45733.99533,47218.21488,34382.06603,52333.28479,20115.68258,47622.83426,4664.20429,5037.40374,4754.50580,4783.59878,6074.77075,5822.50881,4971.37376,4828.37635,3540.42026,5923.12844,6326.37550,4855.79541,36880.69414,38716.99060,38723.67942,39710.40906,31140.50625,38391.11026,32495.77194,39882.80752,34266.11110,37558.44735,27747.49918,38684.28138,784.33005,481.38609,642.89546,642.93040,550.28267,660.21799,517.52665,495.10081,646.93636,685.88679,652.16508,661.02164
50538.78794,52882.60651,57100.74490,60259.95258,58079.51155,48158.65166,52338.21600,20423.87304,45432.53321,43171.33791,40082.08603,19983.11868,6176.27365,6140.69936,5597.25059,4403.11354,1489.83999,5669.29226,5005.66364,5250.11956,6560.74879,4896.69897,5345.91948,5904.60017,21476.26482,37803.94663,39395.62793,39278.85546,40690.50909,40994.29097,36285.90350,21581.86142,39821.32718,41190.81618,40445.83534,35410.82149,432.04976,672.71539,747.28937,469.75612,498.50816,582.50879,611.71605,658.14204,796.90894,651.55994,419.83837,879.68707
45144.12883,52617.22865,53330.79467,54308.36440,57518.07492,41149.66310,35767.28586,52191.25504,27524.48418,47983.62630,31923.17861,48993.33544,2482.73310,4031.31117,7196.63800,5731.17787,6417.65695,4920.48943,5596.22512,5961.05739,5370.85029,4889.71542,6488.22623,3354.13904,33394.34636,38265.31273,27931.70138,41952.23000,19178.19867,41952.23000,41952.23000,41952.23000,30541.78845,41952.23000,32111.20999,41952.23000,362.68975,718.35730,462.12627,565.81499,752.96627,616.88805,734.54067,560.68784,593.81342,755.18626,737.45059,560.15858
40947.43937,56043.36642,37525.38207,54050.99239,44036.12579,59478.07533,45596.65321,55278.88796,26343.47645,49822.88137,19850.46782,59477.67182,7535.16434,3695.89246,7205.45119,4638.24384,5334.32335,5173.77044,7293.12121,2642.60852,4436.75349,3355.64781,6614.10450,4515.13886,41592.43658,25436.72429,41592.43658,24552.08777,41592.43658,41592.43658,41592.43658,20061.51993,41592.43658,39876.90584,35845.76467,39048.43799,764.09037,652.49516,703.55686,394.80990,874.67381,297.42875,566.89683,635.70815,733.72079,402.26529,649.26479,733.09300
51702.56203,42505.33074,51804.46064,53622.37663,53510.24194,24559.90123,42037.25208,48136.84181,38072.15583,48098.81897,45280.73225,49120.74584,4227.75783,4443.78499,5970.80845,4199.62495,4346.21080,5882.87475,6332.45111,4552.96502,6324.54972,5408.68258,5797.44802,4953.06180,33511.10740,37142.19744,36031.21027,38205.55090,37721.93640,37271.73161,34635.35023,39381.01966,29009.91597,34628.24125,36925.45737,39912.34150,665.48867,712.70486,745.42710,349.70885,719.07946,759.97313,546.62488,561.49366,634.45322,690.31027,601.00095,434.41495
