34839.09035,56903.06344,47949.53948,58963.63476,54938.55645,30049.92206,52761.43787,49702.91836,48910.23009,43177.78335,17394.20491,52861.03889,5306.59726,4262.10246,4593.36272,5158.68159,4170.43120,5710.74682,4586.20869,6202.08932,5607.62053,5371.46019,5959.32042,5511.59881,34616.68784,33489.54671,38371.82158,33820.70617,37069.54124,39513.64416,32701.61573,38358.41350,29177.57029,40503.01888,36547.01609,40206.47779,337.54835,225.45517,491.74966,850.66629,677.34500,636.42473,683.25780,720.33336,767.63820,842.65509,443.76816,743.83820
58049.40978,38311.81108,52720.86095,52277.28742,53853.44882,26082.85102,56065.49352,48499.21268,56392.74764,27174.80612,42638.25565,36385.23532,2973.56606,2152.23604,5725.85344,5529.55408,4822.68456,5401.55826,5843.51504,7246.83726,7138.44998,7032.93899,2925.29347,5647.73283,30948.30124,40080.48010,34021.70161,40790.39663,27506.61732,39470.43238,35427.53886,40790.39663,34211.86868,36894.41177,33443.51814,40790.39663,419.82668,833.66240,472.21999,876.88565,580.63317,752.03666,537.91264,711.25634,441.31773,585.23048,450.45086,759.24738
53132.67347,50818.74159,43430.16415,51426.96710,53511.79318,48389.58528,44500.48511,48021.78773,48380.14610,34075.91135,28403.74035,44359.42459,4453.57987,3971.90358,5580.03046,5584.13203,5527.80074,6664.69340,4954.73029,5313.01321,5444.68358,4179.96499,5032.95591,5732.73196,34719.88776,35723.61150,33859.06913,37562.14631,32444.50422,38346.62890,37950.92327,37099.63345,38437.95479,38594.12485,36173.05228,33464.52355,523.99547,660.85027,564.17977,530.45981,576.08287,660.55287,778.43779,487.78918,707.83772,611.70194,701.55500,617.23731
49361.85334,51586.94923,51958.62970,56153.34021,52035.19623,41190.96814,49519.89227,46932.25106,45468.55925,24268.29280,49354.58232,30620.90544,5347.43019,6166.99156,4684.07248,5246.94895,3800.71234,6325.82775,5626.53504,3321.06302,5948.25527,5566.16015,5113.19326,5293.03000,35460.86944,35184.73869,36621.70265,32407.06160,38905.69707,36374.17422,40351.43908,32562.10938,36431.97370,34758.80938,37755.21703,37562.26775,585.97352,619.81210,443.05450,714.95236,299.84783,691.63102,558.02315,719.78958,724.72807,671.61610,704.85865,686.39313
56797.44185,45447.60942,57751.79495,56982.70530,57911.20202,30668.94373,48904.32501,26251.10478,51042.07095,23453.67378,48642.86460,44597.68362,6481.91013,2593.81618,6712.85722,4947.42764,4396.93327,6192.42979,7498.69247,3441.53187,4977.84234,5318.66653,4844.39398,5033.71856,33433.81807,36993.41772,39830.30527,39293.85502,39830.30469,37278.71561,38621.76451,38057.17965,38685.55390,33061.98949,39830.90194,19458.25414,812.05520,446.54909,781.72931,433.65671,771.94285,449.35996,614.02546,568.15227,816.26897,516.68023,815.70981,394.55014
53002.25479,35590.58641,59928.41645,59357.07721,59928.41645,40710.01422,51563.59093,27366.57473,50055.70659,24018.75235,43154.91746,43775.11240,4134.50959,4851.93235,5161.07754,5473.42448,6422.16668,7866.95889,2872.70248,6340.14939,3828.96946,5949.76971,3710.05146,5828.50797,40661.01611,38613.27568,41679.12678,25620.60849,41679.12678,18989.72831,41679.12678,41679.12678,41679.12678,24448.06048,38493.60366,39154.13335,452.48539,465.60212,722.63997,734.71391,855.18459,825.01159,798.13261,361.90488,727.79083,316.73425,439.02327,721.45660
53712.62450,45993.79689,53680.51066,46925.09643,57187.25459,45522.43006,37563.47887,50280.07642,48072.32979,22898.68927,49455.68828,37159.44425,6071.74401,4928.90651,2857.63810,5669.61526,6893.22498,5800.36096,5501.82768,5774.78849,5092.50981,5675.80997,3625.00071,4548.79353,38565.74288,36493.18186,35870.43230,33312.73765,36779.72304,28702.46160,40705.88478,32599.69270,38106.57007,37389.43506,38889.64872,36960.54934,679.53712,725.67081,689.09626,597.02490,669.57730,600.96136,692.04917,434.98143,568.65987,548.19955,716.89093,498.03131
60660.93351,38204.77147,54512.88987,59672.62081,58736.80824,29783.12543,49160.82471,29264.13583,55896.31607,32212.65578,48068.82164,32277.51665,4259.50517,5151.50774,5487.66303,5887.76393,4608.46660,2357.68442,7194.59832,5546.26561,6441.60447,5062.04222,4812.21206,5627.77908,25600.94866,40150.48091,24392.59518,39128.60888,40149.30412,40148.59116,27236.60450,40147.62624,40147.95515,40148.12147,39427.06293,37697.19567,608.61772,692.96261,779.47510,448.37904,772.11016,426.25578,812.70211,503.35293,744.38071,308.45026,717.96537,604.02314
50789.62125,44563.33594,49161.37710,52438.77445,45055.50266,41748.20003,48442.72477,46290.27213,48201.05039,28743.97122,41710.26527,51306.32478,5490.66188,5760.91890,5012.88579,4472.98866,5682.23864,5373.52346,4596.00034,5459.78834,4505.51365,6084.82294,5404.26766,4596.60972,32071.83330,38366.25116,35459.91715,38680.09384,36187.68667,37567.39845,38365.13824,34870.87682,37056.79440,34914.87797,32835.91528,37999.27672,731.83647,364.64428,565.82023,719.19879,493.18418,724.12387,725.15473,730.25901,682.62280,610.98653,535.46396,537.38514
57205.23666,53700.69059,56798.83978,54847.64648,50842.40969,36998.40757,31696.18640,49160.24244,33189.13521,50333.40503,29508.60743,44170.61272,4802.86895,5353.56426,5787.95802,4301.22537,6007.52785,6086.02918,5402.34221,3409.24416,4378.90232,5888.23809,6114.77031,4907.54928,37935.91572,38745.28680,36993.01287,38136.22204,37243.79982,38705.00399,28397.52997,37795.53698,35164.46172,38678.50317,31218.48878,35362.29813,760.55685,509.32202,568.79948,477.61668,731.94671,483.76359,752.81849,569.41118,549.70827,573.71215,682.72585,760.29874
49132.75421,50472.66817,52730.63695,43011.09363,51590.62187,52227.98222,49846.65823,41710.23688,48195.96926,18635.49233,44597.26632,46300.03990,5610.83664,5497.27679,6147.76422,4880.48930,6574.96360,5841.73829,3949.99264,4869.08651,3814.21948,4101.12088,5159.57393,5993.15772,39907.08621,39913.78796,39913.78796,39913.78796,39913.78796,21104.03952,39913.78796,28652.45048,39913.78796,37766.54987,39613.11200,27850.09419,637.50791,714.48945,419.11714,678.51012,697.50693,539.05597,564.35299,716.13898,519.86563,656.57547,565.58534,711.97408
46583.43336,54224.42322,53255.44853,54726.36638,39647.98145,55381.79906,39745.99339,44116.15577,32020.98004,49287.90051,28008.98948,51451.94882,2337.58173,6647.24748,5877.58524,4906.81782,3030.47112,6520.55004,3124.24972,6275.62939,5223.25399,5981.77564,6063.71711,6451.34072,36558.64777,36934.10790,36938.19106,36704.78944,39741.34902,28118.46768,38651.71395,38948.73835,40345.48933,32160.92366,39778.60051,29495.04134,426.03862,609.48993,660.30710,587.51107,654.85966,690.21355,665.44024,433.05239,736.96581,584.88644,661.88125,710.03395
49501.42641,55530.58569,57971.43910,49052.10272,52000.59845,46517.28774,42719.61351,38968.45421,40278.80663,30637.43805,44059.54169,41214.12579,5180.75743,4823.44503,5417.00785,6190.03857,4715.68061,4777.96810,4556.90986,4977.50199,4942.53489,4342.58981,7512.11417,5003.67169,34626.13280,40364.27311,34777.06926,38143.24099,38277.97255,35585.16784,26901.65145,37441.88108,31511.43966,41952.23000,36919.20382,37809.47213,666.23676,689.92677,596.56699,598.96042,606.88656,647.13288,612.12996,548.28788,610.29132,691.70540,587.76253,564.79254
48026.15401,47168.26764,45206.43192,51619.86097,58589.40959,49581.65356,29133.10235,49556.28775,42573.15837,37250.10946,33517.05404,56229.93033,5136.99874,4943.96384,4552.14773,5675.40435,4725.24746,5809.52816,6435.75255,5530.80531,5421.52757,4177.63622,4539.03879,5492.16922,28919.42130,33085.04656,38995.11451,39182.69151,38450.40703,38312.08603,39048.29310,32621.61349,40909.03245,30107.17562,38664.07391,36081.09919,633.89702,650.43943,568.30574,291.60302,712.54717,580.32867,730.53522,836.67749,654.54913,476.09257,542.48142,743.22260
45858.43204,44558.60825,50558.02908,54138.01209,51375.66252,47714.69364,51425.42637,40377.94994,50351.94036,32931.47735,40390.56784,38770.62052,5946.69313,4382.64228,5785.64767,6022.93269,4524.64654,4569.73938,5465.62979,5056.64539,6028.91850,5515.53527,4637.41456,4503.77482,35446.05825,35924.73953,35751.64793,34879.20814,38896.96645,36171.23968,37415.28062,36102.73293,36440.62457,37275.84647,33085.80750,36985.90792,713.90707,783.09404,640.07980,561.82609,599.56948,597.65353,427.78625,649.82498,554.92953,713.99086,605.57618,572.44220
48418.27780,54836.48973,50479.57945,51436.42922,48509.82768,42430.70818,43608.19818,44504.62933,42338.13806,43037.61448,44313.15019,34538.37771,4091.29942,5156.67558,5278.39154,4044.67140,7030.90640,4780.15283,6504.40469,3328.69848,4808.39991,5640.05656,5627.89895,6148.66424,38488.83346,35513.17108,36355.52089,34758.90243,36722.00769,31580.90728,38324.53903,35346.24112,36469.41305,35559.98830,38880.06578,36376.46989,565.61067,655.42293,696.80050,547.74980,721.27577,504.27323,762.54846,626.56689,551.57019,614.03028,614.57715,560.25414
27775.34659,56154.44823,57567.44076,44985.59158,56789.34552,39536.85101,58143.25929,44571.09094,41181.99527,35935.19812,40611.50420,45199.34850,4594.01322,5199.01072,5632.77622,4733.86860,5642.24086,5060.02172,5086.23323,6356.35934,4670.14247,5967.69003,4061.34288,5436.52071,38460.74449,32059.67788,38547.98033,35510.28682,39944.02143,33073.82964,38480.50446,25857.35976,39368.74994,35362.02429,36994.50880,40716.37217,824.60847,459.58168,677.59243,661.61072,765.98681,346.13755,606.35331,747.03873,637.38596,386.05660,685.47922,622.84852
49199.54844,53751.76976,50743.40511,51912.01913,49271.31925,39481.55884,39755.65101,50714.72420,44980.16886,29071.82343,41585.10011,47984.33185,5711.66124,6074.38902,5153.71850,5418.56555,4082.69940,4837.15444,6393.99288,5151.63796,6206.09319,5664.83319,3146.05517,4599.41947,34618.70523,35255.99632,34313.72680,35173.10370,36268.93581,35330.90659,37669.71220,40633.99022,38103.71855,33108.20802,39888.13021,34010.92632,460.17062,588.53682,568.71596,593.27869,663.33121,393.93649,741.79814,598.89283,749.00101,715.52073,667.63937,679.85813
53739.51963,55706.32385,46760.04668,40802.74483,58780.10862,42820.98056,51249.39948,29257.16792,54259.76461,21553.09628,41116.96473,52405.30283,5168.57393,5617.66154,3090.85087,6766.81290,5228.46946,5799.39794,2896.26997,6097.28352,4328.04051,5766.17548,4927.11585,6753.56803,25837.26346,34411.83087,40887.62557,40829.70675,21030.18628,40887.62557,40887.62557,40515.80690,29747.30021,40887.62557,37860.45347,40593.00978,779.73957,371.45642,679.89420,798.82713,722.30282,594.74616,683.11692,473.66436,742.43925,374.89536,708.19214,491.40567
50985.71243,53145.20060,50847.06372,53569.24279,42383.73090,57732.17648,42706.24604,43249.40552,46615.58412,41390.86520,20236.10891,45590.08329,5763.07884,5069.44513,6285.03783,6469.66205,4289.03866,5407.67987,4789.19627,5652.12902,3306.53012,6080.55674,4698.42501,4629.44045,34612.29473,37442.74127,34170.87001,39413.44186,36285.29070,36776.40104,29104.51221,34183.25081,35443.13962,39822.38170,38744.99895,38376.73710,645.50970,397.87572,922.45964,612.33027,636.27804,472.90800,563.87674,633.90348,672.23511,597.27713,583.08013,682.94605
